"id","proyecto_id","secuencia","apellidos","nombre"
"1944","663","3","","OBANDO BONILLA JOHANA"
"1945","663","4","","CASTRO MORA VANESSA DE PAUL"
"1946","664","1","","DELGADO RAMÍREZ CAROLINA"
"1947","664","2","","MOREIRA BROWN KATHERINE ANDREA"
"1948","665","1","","DELGADO RAMÍREZ CAROLINA"
"1949","665","2","","VARGAS SERRANO DANNY"
"1950","665","3","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"1951","665","4","","AJOY PALMA MELINA"
"1952","665","5","","IZQUIERDO SANDÍ OSCAR"
"1953","665","6","","NICOLÁS ALVARADO JOSE FRANCISCO"
"1954","665","7","","ROJAS MÉNDEZ SONIA"
"1955","665","8","","VALVERDE MÉNDEZ GEISON ENRIQUE"
"1956","665","9","","ROJAS GUZMÁN PEDRO"
"1957","665","10","","RIVERA SOTO KATTIA"
"1958","665","11","","MÉNDEZ GAMBOA ROSAURA"
"1959","665","12","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1960","665","13","","ALVARADO BOGANTES HORACIO"
"1961","665","14","","CASTRO MORA VANESSA DE PAUL"
"1962","665","15","","CAMBRONERO AGUILUZ KATTIA"
"1963","665","16","","JIMÉNEZ SILES GILBERTH"
"1964","665","17","","GARCIA MOLINA CARLOS FELIPE"
"1965","665","18","","MORERA  ARRIETA OLGA LIDIA"
"1966","665","19","","CARBALLO ARCE MARÍA MARTA"
"1967","665","20","","ROJAS SALAS MARÍA DANIELA"
"1968","665","21","","RUÍZ GUEVARA MONSERRAT"
"1969","665","22","","SEGURA GAMBOA DAVID LORENZO"
"1970","665","23","","VARGAS RODRÍGUEZ LUIS DIEGO"
"1971","665","24","","FEINZAIG MINTZ ELIÉCER"
"1972","665","25","","CAMPOS CRUZ GILBERTO ARNOLDO"
"1973","665","26","","MOREIRA BROWN KATHERINE ANDREA"
"1974","666","1","","ALFARO MOLINA ROCIO"
"1975","666","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"1976","666","3","","ACUÑA SOTO JOHNATAN JESÚS"
"1977","666","4","","VINDAS SALAZAR PRISCILLA"
"1978","666","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1979","666","6","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1980","667","1","","ALFARO MOLINA ROCIO"
"1981","667","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"1982","667","3","","ACUÑA SOTO JOHNATAN JESÚS"
"1983","667","4","","VINDAS SALAZAR PRISCILLA"
"1984","667","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"1985","667","6","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"1986","668","1","","ALVARADO BOGANTES HORACIO"
"1987","668","2","","AGÜERO SANABRIA WALDO"
"1988","668","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"1989","668","4","","MOREIRA BROWN KATHERINE ANDREA"
"1990","668","5","","VARGAS RODRÍGUEZ LUIS DIEGO"
"1991","668","6","","MORERA  ARRIETA OLGA LIDIA"
"1992","668","7","","VARGAS SERRANO DANNY"
"1993","669","1","","BARQUERO BARQUERO DINORAH CRISTINA"
"1994","670","1","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"1995","671","1","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"1996","672","1","","VARGAS QUIRÓS DANIEL GERARDO"
"1997","672","2","","NÁJERA ABARCA PAOLA"
"1998","673","1","","VARGAS QUIRÓS DANIEL GERARDO"
"1999","673","2","","NÁJERA ABARCA PAOLA"
"2000","674","1","","SALAS DURÁN YONDER ANDREY"
"2001","675","1","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2002","676","1","","ALVARADO BOGANTES HORACIO"
"2003","677","1","","AJOY PALMA MELINA"
"2004","678","1","","ALVARADO MUÑOZ GERARDO FABRICIO"
"2005","678","2","","SEGURA GAMBOA DAVID LORENZO"
"2006","678","3","","BROWN YOUNG ROSALÍA"
"2007","678","4","","MORERA  ARRIETA OLGA LIDIA"
"2008","678","5","","SALAS DURÁN YONDER ANDREY"
"2009","678","6","","SIBAJA JIMÉNEZ JOSE PABLO"
"2010","679","1","","MÉNDEZ GAMBOA ROSAURA"
"2011","681","1","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2012","681","2","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2013","681","3","","FEINZAIG MINTZ ELIÉCER"
"2014","682","1","","MÉNDEZ GAMBOA ROSAURA"
"2015","683","1","","SALAS DURÁN YONDER ANDREY"
"2016","683","2","","SIBAJA JIMÉNEZ JOSE PABLO"
"2017","684","1","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2018","684","2","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2019","684","3","","OBANDO BONILLA JOHANA"
"2020","684","4","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2021","684","5","","IZQUIERDO SANDÍ OSCAR"
"2022","684","6","","MÉNDEZ GAMBOA ROSAURA"
"2023","684","7","","ACUÑA SOTO JOHNATAN JESÚS"
"2024","684","8","","ROBLES BARRANTES ANDRÉS ARIEL"
"2025","685","1","","MORERA  ARRIETA OLGA LIDIA"
"2026","686","1","","GARCIA MOLINA CARLOS FELIPE"
"2027","687","1","","PODER EJECUTIVO"
"2028","688","1","","FEINZAIG MINTZ ELIÉCER"
"2029","688","2","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2030","688","3","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2031","688","4","","RIVERA SOTO KATTIA"
"2032","688","5","","ACUÑA CASTRO ADA GABRIELA"
"2033","689","1","","ARIAS SÁNCHEZ RODRIGO"
"2034","689","2","","VARGAS SERRANO DANNY"
"2035","689","3","","NAVAS MONTERO GLORIA ZAIDE"
"2036","689","4","","LARIOS TREJOS ALEJANDRA"
"2037","689","5","","CASTRO MORA VANESSA DE PAUL"
"2038","690","1","","PODER EJECUTIVO"
"2039","691","1","","VARGAS QUIRÓS DANIEL GERARDO"
"2040","691","2","","CISNEROS GALLO PILAR"
"2041","691","3","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2042","691","4","","MORALES DÍAZ MANUEL ESTEBAN"
"2043","691","5","","ROJAS SALAS MARÍA DANIELA"
"2044","692","1","","GARCIA MOLINA CARLOS FELIPE"
"2045","694","1","","ROJAS MÉNDEZ SONIA"
"2046","695","1","","PODER EJECUTIVO"
"2047","696","1","","GARCIA MOLINA CARLOS FELIPE"
"2048","697","1","","GARCIA MOLINA CARLOS FELIPE"
"2049","698","2","","GARCIA MOLINA CARLOS FELIPE"
"2050","699","1","","GARCIA MOLINA CARLOS FELIPE"
"2051","700","1","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"2052","700","2","","OBANDO BONILLA JOHANA"
"2053","700","3","","NICOLÁS ALVARADO JOSE FRANCISCO"
"2054","700","4","","CAMBRONERO AGUILUZ KATTIA"
"2055","700","5","","PADILLA BONILLA MARÍA MARTA"
"2056","711","1","","CARBALLO ARCE MARÍA MARTA"
"2057","711","2","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2058","711","3","","AJOY PALMA MELINA"
"2059","711","4","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2060","711","5","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2061","712","1","","FEINZAIG MINTZ ELIÉCER"
"2062","712","2","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2063","712","3","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2064","713","1","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2065","713","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"2066","713","3","","VINDAS SALAZAR PRISCILLA"
"2067","713","4","","ALFARO MOLINA ROCIO"
"2068","713","5","","ACUÑA SOTO JOHNATAN JESÚS"
"2069","713","6","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2070","714","1","","BOJORGES LEÓN LESLYE RUBÉN"
"2071","715","1","","ARIAS SÁNCHEZ RODRIGO"
"2072","715","2","","GARCIA MOLINA CARLOS FELIPE"
"2073","715","3","","MORERA  ARRIETA OLGA LIDIA"
"2074","715","4","","IZQUIERDO SANDÍ OSCAR"
"2075","715","5","","ALVARADO BOGANTES HORACIO"
"2076","715","6","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2077","715","7","","CISNEROS GALLO PILAR"
"2078","716","1","","ALPÍZAR LOAIZA LUZ MARY"
"2079","716","2","","PADILLA BONILLA MARÍA MARTA"
"2080","716","3","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"2081","716","4","","OBANDO BONILLA JOHANA"
"2082","716","5","","NAVAS MONTERO GLORIA ZAIDE"
"2083","716","6","","LARIOS TREJOS ALEJANDRA"
"2084","716","7","","MÉNDEZ GAMBOA ROSAURA"
"2085","716","8","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2086","716","9","","ROJAS MÉNDEZ SONIA"
"2087","716","10","","CAMBRONERO AGUILUZ KATTIA"
"2088","716","11","","MOREIRA BROWN KATHERINE ANDREA"
"2089","716","12","","CASTRO MORA VANESSA DE PAUL"
"2090","716","13","","ALFARO MOLINA ROCIO"
"2091","717","1","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2092","717","2","","FEINZAIG MINTZ ELIÉCER"
"2093","717","3","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2094","718","1","","RIVERA SOTO KATTIA"
"2095","719","1","","ALVARADO BOGANTES HORACIO"
"2096","720","1","","ALVARADO BOGANTES HORACIO"
"2097","721","1","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2098","721","2","","ACUÑA SOTO JOHNATAN JESÚS"
"2099","721","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"2100","721","4","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2101","721","5","","ALFARO MOLINA ROCIO"
"2102","721","6","","VINDAS SALAZAR PRISCILLA"
"2103","721","7","","ÁLVAREZ MARÍN ANDREA"
"2104","722","1","","CARBALLO ARCE MARÍA MARTA"
"2105","724","1","","BARRANTES CHACÓN ALEXANDER"
"2106","725","1","","ARIAS SÁNCHEZ RODRIGO"
"2107","725","2","","MORERA  ARRIETA OLGA LIDIA"
"2108","725","3","","GARCIA MOLINA CARLOS FELIPE"
"2109","725","4","","CASTRO MORA VANESSA DE PAUL"
"2110","725","5","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2111","725","6","","SIBAJA JIMÉNEZ JOSE PABLO"
"2112","725","7","","CARBALLO ARCE MARÍA MARTA"
"2113","725","8","","IZQUIERDO SANDÍ OSCAR"
"2114","725","9","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2115","726","1","","ROBLES OBANDO CARLOS ANDRÉS"
"2116","727","1","","AJOY PALMA MELINA"
"2117","727","2","","ALVARADO BOGANTES HORACIO"
"2118","727","3","","ROBLES OBANDO CARLOS ANDRÉS"
"2119","727","4","","ROJAS SALAS MARÍA DANIELA"
"2120","727","5","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2121","727","6","","CARBALLO ARCE MARÍA MARTA"
"2122","728","1","","CASTRO MORA VANESSA DE PAUL"
"2123","729","1","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"2124","729","2","","ALFARO MOLINA ROCIO"
"2125","729","3","","ROJAS SALAS MARÍA DANIELA"
"2126","729","4","","PADILLA BONILLA MARÍA MARTA"
"2127","730","1","","ROBLES OBANDO CARLOS ANDRÉS"
"2128","731","1","","ROBLES OBANDO CARLOS ANDRÉS"
"2129","732","1","","LARIOS TREJOS ALEJANDRA"
"2130","733","1","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2131","733","2","","ROBLES BARRANTES ANDRÉS ARIEL"
"2132","733","3","","ACUÑA SOTO JOHNATAN JESÚS"
"2133","733","4","","VINDAS SALAZAR PRISCILLA"
"2134","733","5","","ALFARO MOLINA ROCIO"
"2135","733","6","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2136","734","1","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2137","734","2","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2138","734","3","","FEINZAIG MINTZ ELIÉCER"
"2139","734","4","","ALVARADO MUÑOZ GERARDO FABRICIO"
"2140","734","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2141","734","6","","ROJAS GUZMÁN PEDRO"
"2142","734","7","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"2143","734","8","","CARBALLO ARCE MARÍA MARTA"
"2144","735","1","","VARGAS QUIRÓS DANIEL GERARDO"
"2145","735","2","","AGÜERO SANABRIA WALDO"
"2146","735","3","","ACUÑA CASTRO ADA GABRIELA"
"2147","735","4","","NÁJERA ABARCA PAOLA"
"2148","735","5","","PADILLA BONILLA MARÍA MARTA"
"2149","736","1","","VARGAS QUIRÓS DANIEL GERARDO"
"2150","736","2","","CISNEROS GALLO PILAR"
"2151","736","3","","AGÜERO SANABRIA WALDO"
"2152","736","4","","ACUÑA CASTRO ADA GABRIELA"
"2153","736","5","","NÁJERA ABARCA PAOLA"
"2154","736","6","","BARRANTES CHACÓN ALEXANDER"
"2155","736","7","","PADILLA BONILLA MARÍA MARTA"
"2156","736","8","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"2157","737","1","","CASTRO MORA VANESSA DE PAUL"
"2158","737","2","","GARCIA MOLINA CARLOS FELIPE"
"2159","738","1","","ALVARADO BOGANTES HORACIO"
"2160","739","1","","CARBALLO ARCE MARÍA MARTA"
"2161","741","1","","CASTRO MORA VANESSA DE PAUL"
"2162","742","1","","MORERA  ARRIETA OLGA LIDIA"
"2163","742","2","","BROWN YOUNG ROSALÍA"
"2164","742","3","","ALVARADO MUÑOZ GERARDO FABRICIO"
"2165","742","4","","SIBAJA JIMÉNEZ JOSE PABLO"
"2166","742","5","","SEGURA GAMBOA DAVID LORENZO"
"2167","742","6","","SALAS DURÁN YONDER ANDREY"
"2168","742","7","","RIVERA SOTO KATTIA"
"2169","742","8","","PADILLA BONILLA MARÍA MARTA"
"2170","742","9","","RUÍZ GUEVARA MONSERRAT"
"2171","742","10","","GARCIA MOLINA CARLOS FELIPE"
"2172","742","11","","MOREIRA BROWN KATHERINE ANDREA"
"2173","743","1","","ALVARADO MUÑOZ GERARDO FABRICIO"
"2174","743","2","","SIBAJA JIMÉNEZ JOSE PABLO"
"2175","743","3","","SALAS DURÁN YONDER ANDREY"
"2176","743","4","","SEGURA GAMBOA DAVID LORENZO"
"2177","743","5","","BROWN YOUNG ROSALÍA"
"2178","743","6","","MORERA  ARRIETA OLGA LIDIA"
"2179","744","1","","VARGAS SERRANO DANNY"
"2180","745","1","","ACUÑA CASTRO ADA GABRIELA"
"2181","746","1","","ACUÑA CASTRO ADA GABRIELA"
"2182","747","1","","BOJORGES LEÓN LESLYE RUBÉN"
"2183","748","1","","PODER EJECUTIVO"
"2184","749","1","","CAMBRONERO AGUILUZ KATTIA"
"2185","749","2","","ROJAS GUZMÁN PEDRO"
"2186","749","3","","NAVAS MONTERO GLORIA ZAIDE"
"2187","749","4","","ROBLES BARRANTES ANDRÉS ARIEL"
"2188","749","5","","PADILLA BONILLA MARÍA MARTA"
"2189","750","1","","CAMBRONERO AGUILUZ KATTIA"
"2190","750","2","","ROJAS GUZMÁN PEDRO"
"2191","750","3","","NAVAS MONTERO GLORIA ZAIDE"
"2192","750","4","","ROBLES BARRANTES ANDRÉS ARIEL"
"2193","750","5","","GARCIA MOLINA CARLOS FELIPE"
"2194","750","6","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2195","750","7","","LARIOS TREJOS ALEJANDRA"
"2196","752","1","","ARIAS SÁNCHEZ RODRIGO"
"2197","752","2","","VARGAS SERRANO DANNY"
"2198","753","1","","ALFARO MOLINA ROCIO"
"2199","753","2","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2200","753","3","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2201","753","4","","ACUÑA SOTO JOHNATAN JESÚS"
"2202","753","5","","VINDAS SALAZAR PRISCILLA"
"2203","753","6","","ROBLES BARRANTES ANDRÉS ARIEL"
"2204","753","7","","CASTRO MORA VANESSA DE PAUL"
"2205","753","8","","ALPÍZAR LOAIZA LUZ MARY"
"2206","753","9","","NAVAS MONTERO GLORIA ZAIDE"
"2207","753","10","","MÉNDEZ GAMBOA ROSAURA"
"2208","753","11","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2209","753","12","","CAMBRONERO AGUILUZ KATTIA"
"2210","753","13","","ÁLVAREZ MARÍN ANDREA"
"2211","754","1","","PODER EJECUTIVO"
"2212","755","1","","PODER EJECUTIVO"
"2213","756","1","","PODER EJECUTIVO"
"2214","757","1","","BARRANTES CHACÓN ALEXANDER"
"2215","757","2","","ROBLES OBANDO CARLOS ANDRÉS"
"2216","757","3","","SEGURA GAMBOA DAVID LORENZO"
"2217","757","4","","ROJAS MÉNDEZ SONIA"
"2218","758","1","","VINDAS SALAZAR PRISCILLA"
"2219","758","2","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2220","758","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"2221","758","4","","ACUÑA SOTO JOHNATAN JESÚS"
"2222","758","5","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2223","758","6","","ALFARO MOLINA ROCIO"
"2224","759","1","","MÉNDEZ GAMBOA ROSAURA"
"2225","760","1","","ACUÑA CASTRO ADA GABRIELA"
"2226","761","1","","MÉNDEZ GAMBOA ROSAURA"
"2227","762","1","","ACUÑA SOTO JOHNATAN JESÚS"
"2228","762","2","","VINDAS SALAZAR PRISCILLA"
"2229","762","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"2230","762","4","","ALFARO MOLINA ROCIO"
"2231","762","5","","CAMBRONERO AGUILUZ KATTIA"
"2232","763","1","","ALVARADO BOGANTES HORACIO"
"2233","763","2","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2234","763","3","","CAMBRONERO AGUILUZ KATTIA"
"2235","763","4","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2236","763","5","","ACUÑA CASTRO ADA GABRIELA"
"2237","763","6","","ARIAS SÁNCHEZ RODRIGO"
"2238","763","7","","ACUÑA SOTO JOHNATAN JESÚS"
"2239","764","1","","CAMBRONERO AGUILUZ KATTIA"
"2240","764","2","","MORERA  ARRIETA OLGA LIDIA"
"2241","764","3","","RUÍZ GUEVARA MONSERRAT"
"2242","764","4","","SALAS DURÁN YONDER ANDREY"
"2243","764","5","","CASTRO MORA VANESSA DE PAUL"
"2244","764","6","","GARCIA MOLINA CARLOS FELIPE"
"2245","764","7","","OBANDO BONILLA JOHANA"
"2246","765","1","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2247","766","1","","DELGADO RAMÍREZ CAROLINA"
"2248","767","1","","BOJORGES LEÓN LESLYE RUBÉN"
"2249","767","2","","CARBALLO ARCE MARÍA MARTA"
"2250","768","1","","MORERA  ARRIETA OLGA LIDIA"
"2251","768","2","","ALVARADO MUÑOZ GERARDO FABRICIO"
"2252","768","3","","SIBAJA JIMÉNEZ JOSE PABLO"
"2253","768","4","","SEGURA GAMBOA DAVID LORENZO"
"2254","768","5","","BROWN YOUNG ROSALÍA"
"2255","769","1","","CARBALLO ARCE MARÍA MARTA"
"2256","769","2","","ALVARADO BOGANTES HORACIO"
"2257","769","3","","AJOY PALMA MELINA"
"2258","769","4","","ROJAS SALAS MARÍA DANIELA"
"2259","769","5","","GARCIA MOLINA CARLOS FELIPE"
"2260","769","6","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2261","769","7","","CASTRO MORA VANESSA DE PAUL"
"2262","770","1","","AJOY PALMA MELINA"
"2263","770","2","","VARGAS QUIRÓS DANIEL GERARDO"
"2264","771","1","","ROJAS GUZMÁN PEDRO"
"2265","772","1","","ÁLVAREZ MARÍN ANDREA"
"2266","772","2","","RUÍZ GUEVARA MONSERRAT"
"2267","773","1","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2268","774","1","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2269","775","1","","ROJAS GUZMÁN PEDRO"
"2270","776","1","","ÁLVAREZ MARÍN ANDREA"
"2271","776","2","","RUÍZ GUEVARA MONSERRAT"
"2272","777","1","","PACHECO CASTRO ALEJANDRO JOSÉ"
"2273","778","1","","OBANDO BONILLA JOHANA"
"2274","779","1","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2275","779","2","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2276","779","3","","FEINZAIG MINTZ ELIÉCER"
"2277","779","4","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"2278","780","1","","ROJAS LÓPEZ JORGE ANTONIO"
"2279","780","2","","HERNÁNDEZ ROJAS JOSE JOAQUÍN"
"2280","780","3","","BOJORGES LEÓN LESLYE RUBÉN"
"2281","780","4","","ROJAS SALAS MARÍA DANIELA"
"2282","780","5","","VINDAS SALAZAR PRISCILLA"
"2283","780","6","","MORERA  ARRIETA OLGA LIDIA"
"2284","780","7","","SIBAJA JIMÉNEZ JOSE PABLO"
"2285","780","8","","PADILLA BONILLA MARÍA MARTA"
"2286","780","9","","RUÍZ GUEVARA MONSERRAT"
"2287","780","10","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2288","781","1","","VARGAS QUIRÓS DANIEL GERARDO"
"2289","782","1","","ARIAS SÁNCHEZ RODRIGO"
"2290","783","1","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2291","783","2","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"2292","783","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"2293","783","4","","ACUÑA SOTO JOHNATAN JESÚS"
"2294","783","5","","VINDAS SALAZAR PRISCILLA"
"2295","783","6","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2296","783","7","","ALFARO MOLINA ROCIO"
"2297","783","8","","LARIOS TREJOS ALEJANDRA"
"2298","784","1","","AJOY PALMA MELINA"
"2299","784","2","","GARCIA MOLINA CARLOS FELIPE"
"2300","784","3","","ALVARADO BOGANTES HORACIO"
"2301","784","4","","ROBLES OBANDO CARLOS ANDRÉS"
"2302","785","1","","BOJORGES LEÓN LESLYE RUBÉN"
"2303","785","2","","CARBALLO ARCE MARÍA MARTA"
"2304","786","1","","RUÍZ GUEVARA MONSERRAT"
"2305","787","1","","ARIAS SÁNCHEZ RODRIGO"
"2306","787","2","","LARIOS TREJOS ALEJANDRA"
"2307","787","3","","FEINZAIG MINTZ ELIÉCER"
"2308","788","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"2309","788","2","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2310","788","3","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2311","788","4","","VINDAS SALAZAR PRISCILLA"
"2312","788","5","","ALFARO MOLINA ROCIO"
"2313","788","6","","ACUÑA SOTO JOHNATAN JESÚS"
"2314","789","1","","ROBLES BARRANTES ANDRÉS ARIEL"
"2315","789","2","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2316","789","3","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2317","789","4","","VINDAS SALAZAR PRISCILLA"
"2318","789","5","","ALFARO MOLINA ROCIO"
"2319","789","6","","ACUÑA SOTO JOHNATAN JESÚS"
"2320","790","1","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2321","790","2","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2322","790","3","","NICOLÁS ALVARADO JOSE FRANCISCO"
"2323","790","4","","ALVARADO BOGANTES HORACIO"
"2324","790","5","","MORERA  ARRIETA OLGA LIDIA"
"2325","790","6","","ROJAS SALAS MARÍA DANIELA"
"2326","790","7","","IZQUIERDO SANDÍ OSCAR"
"2327","790","8","","LARIOS TREJOS ALEJANDRA"
"2328","790","9","","ROJAS GUZMÁN PEDRO"
"2329","790","10","","CASTRO MORA VANESSA DE PAUL"
"2330","790","11","","GARCIA MOLINA CARLOS FELIPE"
"2449","829","1","","GARCIA MOLINA CARLOS FELIPE"
"2331","790","12","","MOREIRA BROWN KATHERINE ANDREA"
"2332","790","13","","PADILLA BONILLA MARÍA MARTA"
"2333","790","14","","NAVAS MONTERO GLORIA ZAIDE"
"2334","790","15","","MÉNDEZ GAMBOA ROSAURA"
"2335","790","16","","SEGURA GAMBOA DAVID LORENZO"
"2336","790","17","","CÓRDOBA SERRANO CYNTHIA MARITZA"
"2337","790","18","","OBANDO BONILLA JOHANA"
"2338","790","19","","ALVARADO MUÑOZ GERARDO FABRICIO"
"2339","790","20","","CARBALLO ARCE MARÍA MARTA"
"2340","790","21","","VARGAS QUIRÓS DANIEL GERARDO"
"2341","790","22","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"2342","790","23","","ROJAS MÉNDEZ SONIA"
"2343","791","1","","ROJAS LÓPEZ JORGE ANTONIO"
"2344","792","1","","CAMBRONERO AGUILUZ KATTIA"
"2345","792","2","","RUÍZ GUEVARA MONSERRAT"
"2346","793","1","","ARIAS SÁNCHEZ RODRIGO"
"2347","794","1","","SALAS DURÁN YONDER ANDREY"
"2348","795","1","","PODER EJECUTIVO"
"2349","796","1","","ROJAS LÓPEZ JORGE ANTONIO"
"2350","797","1","","CAMBRONERO AGUILUZ KATTIA"
"2351","797","2","","RUÍZ GUEVARA MONSERRAT"
"2352","798","1","","ARIAS SÁNCHEZ RODRIGO"
"2353","799","1","","SALAS DURÁN YONDER ANDREY"
"2354","800","1","","PODER EJECUTIVO"
"2355","801","1","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2356","802","1","","PODER EJECUTIVO"
"2357","803","1","","PODER EJECUTIVO"
"2358","804","1","","RAMÍREZ PORTUGUEZ PAULINA MARÍA"
"2359","805","1","","PODER EJECUTIVO"
"2360","806","1","","PODER EJECUTIVO"
"2361","807","1","","NAVAS MONTERO GLORIA ZAIDE"
"2362","807","2","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2363","807","3","","VINDAS SALAZAR PRISCILLA"
"2364","807","4","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2365","807","5","","ROBLES BARRANTES ANDRÉS ARIEL"
"2366","807","6","","ACUÑA SOTO JOHNATAN JESÚS"
"2367","807","7","","OBANDO BONILLA JOHANA"
"2368","807","8","","CAMPOS CRUZ GILBERTO ARNOLDO"
"2369","807","9","","VARGAS RODRÍGUEZ LUIS DIEGO"
"2370","807","10","","ALFARO MOLINA ROCIO"
"2371","807","11","","MENDOZA JIMÉNEZ LUIS FERNANDO"
"2372","807","12","","CAMBRONERO AGUILUZ KATTIA"
"2373","807","13","","NICOLÁS ALVARADO JOSE FRANCISCO"
"2374","807","14","","LARIOS TREJOS ALEJANDRA"
"2375","808","1","","RUÍZ GUEVARA MONSERRAT"
"2376","809","1","","ALFARO MOLINA ROCIO"
"2377","809","2","","GUILLÉN PÉREZ SOFIA  ALEJANDRA"
"2378","809","3","","ROBLES BARRANTES ANDRÉS ARIEL"
"2379","809","4","","ORTEGA GUTIÉRREZ ANTONIO JOSÉ"
"2380","809","5","","VINDAS SALAZAR PRISCILLA"
"2381","809","6","","ACUÑA SOTO JOHNATAN JESÚS"
"2382","809","7","","MÉNDEZ GAMBOA ROSAURA"
"2383","809","8","","ALPÍZAR LOAIZA LUZ MARY"
"2384","809","9","","ÁLVAREZ MARÍN ANDREA"
"2385","809","10","","RUÍZ GUEVARA MONSERRAT"
"2386","809","11","","NAVAS MONTERO GLORIA ZAIDE"
"2387","809","12","","BARQUERO BARQUERO DINORAH CRISTINA"
"2388","809","13","","HERNÁNDEZ ROJAS JOSE JOAQUÍN"
"2389","810","1","","CASTRO MORA VANESSA DE PAUL"
